Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a
POPR4,"10,17","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","8,66%","5,65%","1,08","15,25%","19,93%","0,00","545.803.000,00","0,82","30,93%"
CLAN3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-1,05%","0,00","1.012.240.000,00","0,00","-63,96%"
CSTB4,"147,69","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","40,85%","28,98%","2,60","22,40%","20,11%","0,00","8.420.670.000,00","0,14","31,91%"
CSTB3,"150,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","40,85%","28,98%","2,60","22,40%","20,11%","0,00","8.420.670.000,00","0,14","31,91%"
PORP4,"2,40","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-2,08%","0,00","22.399.000,00","0,00","13,66%"
PMET3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","4,10%","0,00","-290.863.000,00","0,00","37,74%"
MNSA4,"0,47","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","-208,15%","-362,66%","3,63","-13,50%","145,70%","0,00","-9.105.000,00","-6,52","-41,11%"
MNSA3,"0,42","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","-208,15%","-362,66%","3,63","-13,50%","145,70%","0,00","-9.105.000,00","-6,52","-41,11%"
IVTT3,"0,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-0,40%","0,00","1.083.050.000,00","0,00","20,67%"
CFLU4,"1.000,00","0,00","0,00","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","8,88%","10,72%","1,10","17,68%","32,15%","0,00","60.351.000,00","0,06","8,14%"
GPAR3,"47,50","-47.308,20","5,00","833,441","0,00%","4,629","15,96","2.181,36","20,24","2.076,71","2.083,92","38,21%","-1,76%","23,85","0,28%","-0,01%","0,00","757.009.000,00","0,02","-63,08%"
GNDI3,"66,95","-3.584,82","5,84","3,423","2,39%","2,378","79,65","87,05","-6,21","91,13","50,88","3,93%","-0,09%","1,17","3,09%","-0,16%","0,00","7.116.080.000,00","0,53","25,23%"
PLDN4,"486,00","-553,07","1,08","0,919","0,00%","0,611","1,07","-75,56","3,10","-33,12","-33,12","-1,22%","-0,17%","10,81","-1,27%","-0,20%","0,00","289.939.000,00","0,01","10,26%"
LCSA4,"35,09","-337,52","-228,00","79,738","0,00%","125,308","-202,27","-505,80","-96,61","-506,56","-506,56","-15,77%","-23,63%","0,29","-28,74%","67,55%","0,00","-377.568.000,00","-0,35","6.354,07%"
ENEV3,"12,43","-297,98","1,60","2,044","0,00%","0,457","17,84","7,57","-0,87","14,28","8,96","26,99%","1,53%","1,26","6,48%","-0,54%","89.077.500,00","12.326.800.000,00","1,61","33,95%"
LVTC3,"3,42","-296,05","0,35","0,255","0,00%","0,157","0,65","1,21","-1,22","0,69","0,33","21,03%","-0,09%","2,37","15,39%","-0,12%","87.224,80","640.698.000,00","0,00","-10,54%"
BAHI4,"86,00","-286,17","21,59","6,106","0,00%","4,038","-19,53","-695,13","-5,41","-724,01","179,23","-0,88%","-1,77%","0,24","-0,61%","-7,54%","0,00","105.139.000,00","1,06","42,62%"
BHGR3,"19,10","-272,16","1,10","3,613","0,00%","0,855","-194,45","23,70","-8,56","25,95","14,20","15,24%","-1,31%","0,96","3,93%","-0,40%","0,00","1.077.600.000,00","0,20","20,67%"
DMMO3,"1,76","-258,65","-1,72","2,854","0,00%","3,346","11,90","6,37","-1,37","5,90","5,42","44,81%","-1,10%","2,25","70,39%","0,66%","0,00","-553.275.000,00","0,00","-17,37%"
PRGA4,"75,00","-257,76","8,29","2,345","0,00%","2,204","17,94","59,24","-8,23","63,85","25,10","3,96%","-0,47%","1,37","6,22%","-3,21%","0,00","15.228.100.000,00","1,30","12,17%"
RJCP3,"0,01","-224,70","0,65","0,000","0,00%","0,619","0,00","-522,94","0,00","-523,96","-917,32","0,00%","0,00%","0,00","0,00%","-0,29%","0,00","17.287.200,00","0,00","0,00%"
BAHI5,"65,00","-216,29","16,32","4,615","0,00%","3,052","-14,76","-525,39","-4,09","-554,27","137,21","-0,88%","-1,77%","0,24","-0,61%","-7,54%","0,00","105.139.000,00","1,06","42,62%"
ABYA3,"4,91","-214,80","1,76","2,055","0,00%","0,527","1,98","19,96","-2,75","33,67","33,67","10,29%","-0,96%","2,09","2,78%","-0,82%","0,00","292.060.000,00","1,31","16,41%"
PITI4,"1,28","-204,74","0,00","0,000","0,00%","0,000","0,00","-2.637,65","0,00","-2.637,65","111,07","0,00%","0,00%","0,00","0,00%","0,00%","0,00","0,00","0,00","-29,63%"
CALI4,"50,00","-160,94","7,65","2,590","0,00%","0,835","75,08","-36,87","-1,17","-45,57","-54,88","-7,03%","-1,61%","1,07","-2,39%","-4,76%","0,00","24.305.000,00","2,10","94,53%"
LCSA3,"12,50","-120,23","-81,22","28,405","0,00%","44,638","-72,05","-180,18","-34,41","-180,95","-180,95","-15,77%","-23,63%","0,29","-28,74%","67,55%","0,00","-377.568.000,00","-0,35","6.354,07%"
MAGG3,"59,40","-119,98","1,32","0,684","0,00%","0,440","9,32","4,07","-1,55","6,41","5,34","16,82%","-0,57%","1,14","14,05%","-1,10%","0,00","2.246.130.000,00","1,03","9,27%"
SQIA3,"27,37","-110,33","3,70","3,592","0,00%","1,490","25,87","62,33","-3,84","67,32","18,50","5,76%","-2,88%","1,43","2,81%","-3,35%","0,00","650.717.000,00","0,65","46,32%"
LINX3,"37,40","-90,95","4,38","7,885","1,52%","2,745","11,96","53,17","47,06","51,49","22,97","14,83%","-8,67%","2,14","6,82%","-4,81%","0,00","1.619.010.000,00","0,22","15,54%"
BNCA3,"70,30","-90,30","2,45","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-2,72%","0,00","3.068.150.000,00","0,00","2,41%"
CALI3,"26,00","-83,69","3,98","1,347","2,38%","0,434","39,04","-19,17","-0,61","-27,87","-33,56","-7,03%","-1,61%","1,07","-2,39%","-4,76%","118,61","24.305.000,00","2,10","94,53%"
HAPV3,"3,67","-79,04","0,56","1,237","0,00%","0,380","10,46","18,49","-1,91","21,16","20,01","6,69%","-1,57%","1,41","2,28%","-0,71%","266.618.000,00","49.174.300.000,00","0,22","42,68%"
AMIL3,"32,20","-73,28","7,70","1,129","0,00%","2,003","-16,95","136,58","-5,43","138,61","50,13","0,83%","-1,53%","0,75","2,22%","-10,51%","0,00","1.532.980.000,00","1,24","28,47%"
CLSA3,"7,30","-71,26","1,92","2,793","0,00%","1,577","3,46","-18,48","3,61","-13,49","-34,82","-15,11%","-3,92%","3,83","-16,66%","-2,70%","17.085.900,00","714.122.000,00","0,04","2,77%"
BRFS3,"20,55","-70,63","2,27","0,642","0,00%","0,604","4,92","16,23","-2,26","20,83","8,19","3,96%","-0,47%","1,37","6,22%","-3,21%","218.963.000,00","15.228.100.000,00","1,30","12,17%"
BRTP3,"35,71","-67,26","2,45","1,168","0,00%","0,684","8,98","6,03","-2,40","7,55","7,55","19,37%","-2,96%","1,29","13,41%","-3,64%","0,00","5.302.340.000,00","0,91","3,66%"
IDVL11,"140,00","-66,00","60,56","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-91,76%","0,00","237.683.000,00","0,00","0,00%"
DOHL3,"10,50","-59,96","1,14","1,357","0,00%","0,821","1,80","-82,11","2,96","-90,33","109,18","-1,65%","-2,26%","5,61","-1,08%","-1,90%","766,95","698.034.000,00","0,17","5,45%"
HETA3,"96,00","-58,01","-0,14","12,452","0,00%","3,545","-41,35","21,28","-0,14","162,34","162,34","58,52%","-21,46%","0,75","16,69%","0,24%","0,00","-351.629.000,00","-0,92","36,54%"
PEFX3,"19,00","-52,04","1,68","0,477","0,00%","0,597","20,34","5,75","-3,18","6,59","0,00","8,30%","-0,92%","1,07","11,77%","-3,24%","0,00","396.955.000,00","0,31","4,36%"
PEFX5,"19,00","-52,04","1,68","0,477","0,00%","0,597","20,34","5,75","-3,18","6,59","0,00","8,30%","-0,92%","1,07","11,77%","-3,24%","0,00","396.955.000,00","0,31","4,36%"
MTIG4,"23,00","-49,52","-359,15","56,001","0,00%","36,906","-50,93","-94,31","-44,00","-95,57","-104,60","-59,38%","-113,09%","0,27","-47,80%","725,28%","0,00","-7.835.380,00","-4,95","-26,54%"
TOYB4,"2,50","-47,96","-5,43","5,256","0,00%","4,405","-6,47","-9,04","-3,83","-9,15","-9,67","-58,16%","-10,96%","0,49","-59,36%","11,31%","0,00","-13.852.000,00","-0,07","-26,99%"
IMBI3,"5,01","-46,42","2,81","2.659,020","0,00%","0,518","-2,21","-97,12","-0,37","-104,72","-107,45","-2.737,88%","-13.821,20%","0,05","-0,54%","-6,05%","0,00","62.544.000,00","0,22","-57,16%"
CLAN4,"3,00","-44,92","0,47","15,151","0,00%","0,406","-15,50","-82,56","-6,36","-97,43","22,68","-18,35%","-33,73%","0,73","-0,50%","-1,05%","0,00","1.012.240.000,00","0,08","-63,96%"
NGRD3,"0,79","-44,10","0,42","0,708","0,69%","0,291","1,19","216,72","3,26","45,83","1,58","0,33%","-2,05%","2,60","0,19%","-0,95%","665.374,00","448.125.000,00","0,05","6,62%"
TOYB3,"2,29","-43,94","-4,97","4,815","0,00%","4,035","-5,93","-8,28","-3,50","-8,39","-8,87","-58,16%","-10,96%","0,49","-59,36%","11,31%","0,00","-13.852.000,00","-0,07","-26,99%"
EBTP3,"10,21","-43,56","1,17","0,548","0,00%","0,353","-502,47","6,42","-0,73","8,46","2,85","8,53%","-1,03%","0,99","6,03%","-2,68%","0,00","10.782.200.000,00","0,39","22,10%"
EBTP4,"10,00","-42,66","1,14","0,537","0,00%","0,346","-492,13","6,29","-0,71","8,33","2,81","8,53%","-1,03%","0,99","6,03%","-2,68%","0,00","10.782.200.000,00","0,39","22,10%"
LWSA3,"3,99","-42,15","0,82","1,817","0,00%","0,511","4,59","28,05","10,05","15,66","6,47","6,48%","-4,31%","1,35","2,43%","-1,95%","38.560.700,00","2.899.830.000,00","0,03","36,74%"
AURE3,"12,27","-41,73","1,00","1,990","15,48%","0,443","5,67","13,96","-1,21","17,88","10,34","14,26%","-4,77%","1,68","3,63%","-2,41%","66.384.400,00","12.223.500.000,00","0,53","38,43%"
FBRA4,"34,58","-39,57","1,66","0,457","0,00%","0,738","18,94","7,40","-4,43","10,62","10,62","6,18%","-1,15%","1,11","11,94%","-4,20%","0,00","213.406.000,00","0,77","12,48%"
BRTP4,"20,81","-39,19","1,43","0,681","0,00%","0,399","5,23","3,51","-1,40","5,03","5,03","19,37%","-2,96%","1,29","13,41%","-3,64%","0,00","5.302.340.000,00","0,91","3,66%"
HBSA3,"3,77","-39,09","2,14","1,552","0,00%","0,467","-10,26","10,36","-0,79","23,36","10,21","14,98%","-3,97%","0,81","5,23%","-5,47%","26.396.700,00","1.341.690.000,00","3,22","16,41%"
SEER3,"5,10","-38,13","0,55","0,353","0,00%","0,195","12,96","2,60","-0,46","4,97","2,64","13,58%","-0,93%","1,07","8,12%","-1,44%","3.427.380,00","1.191.960.000,00","0,69","11,23%"
MAPT4,"5,60","-36,24","-0,82","0,000","0,00%","6,658","-122,53","-41,84","-0,73","-41,84","-41,84","0,00%","0,00%","0,00","-15,91%","2,25%","8.905,28","-6.313.000,00","0,00","0,00%"
APER3,"42,83","-35,53","1,86","2,584","0,00%","0,970","582,23","15,81","-4,09","16,18","11,76","16,35%","-7,38%","1,01","7,13%","-5,23%","44.263,10","470.241.000,00","0,27","40,69%"
ITEC3,"40,10","-35,12","22,04","2.611,690","0,00%","9,216","25,42","-26,00","-68,91","-24,80","-29,56","-10.044,70%","-7.435,88%","5,23","-63,06%","-62,76%","0,00","20.143.000,00","0,00","-74,79%"
IMBI4,"3,50","-32,43","1,96","1.857,600","0,00%","0,362","-1,54","-67,85","-0,26","-75,44","-77,41","-2.737,88%","-13.821,20%","0,05","-0,54%","-6,05%","0,00","62.544.000,00","0,22","-57,16%"
PRTX3,"2,77","-32,27","-145,32","297,651","0,00%","1,400","-2,57","-97,11","-1,43","-128,99","37,19","-306,50%","-922,47%","0,05","-1,50%","450,37%","0,00","-18.917.000,00","-49,85","307,96%"
OMGE3,"27,57","-32,03","1,59","3,419","0,00%","0,543","10,86","12,56","-1,06","24,34","13,09","27,23%","-11,12%","1,72","4,69%","-4,95%","0,00","3.483.570.000,00","1,66","38,73%"
DFVA3,"9,90","-31,38","60,69","4,327","0,00%","5,365","29,10","-55,91","-31,47","-58,28","-58,28","-7,74%","-13,79%","1,33","-10,35%","-193,42%","0,00","1.170.000,00","2,84","3,39%"
ASTA4,"25,83","-30,79","1,00","0,652","0,00%","0,446","2,57","19,90","-3,30","33,20","33,20","3,28%","-2,12%","1,71","2,52%","-3,25%","0,00","515.672.000,00","0,85","-4,73%"
OFSA3,"18,50","-29,60","1,42","1,046","3,32%","0,773","1,68","8,41","4,11","9,01","6,86","12,44%","-3,53%","3,48","13,79%","-4,80%","84.685,00","702.794.000,00","0,60","11,00%"
VGOR4,"5,87","-29,58","7,18","1,229","0,00%","1,468","113,97","27,32","-3,22","34,09","34,09","4,50%","-4,59%","1,04","6,00%","-24,29%","0,00","135.178.000,00","1,89","4,77%"
CRFB3,"8,91","-29,21","0,97","0,170","0,00%","0,202","-223,63","4,97","-0,68","9,66","6,43","3,42%","-0,39%","1,00","5,49%","-3,33%","56.951.900,00","19.301.000.000,00","1,25","16,84%"
CRBM3,"90,00","-28,95","3,26","1,498","0,00%","1,172","2,98","-15,45","16,90","-14,17","-14,17","-9,70%","-5,18%","2,24","-12,71%","-11,28%","0,00","827.347.000,00","0,45","-1,58%"
ARTR3,"10,01","-28,06","1,22","0,848","0,00%","0,282","-5,51","3,65","-0,41","10,91","6,24","23,22%","-3,02%","0,64","8,41%","-4,35%","0,00","4.713.650.000,00","2,73","11,38%"
MAPT3,"4,21","-27,25","-0,61","0,000","0,00%","5,005","-92,12","-31,46","-0,55","-31,46","-31,46","0,00%","0,00%","0,00","-15,91%","2,25%","3.100,79","-6.313.000,00","0,00","0,00%"
TEND3,"10,62","-26,40","1,51","0,436","0,00%","0,287","1,10","6,27","-1,28","8,29","6,36","6,96%","-1,63%","1,82","5,68%","-5,73%","26.400.500,00","863.549.000,00","1,35","8,96%"
DFVA4,"8,00","-25,35","49,04","3,497","0,00%","4,335","23,51","-45,18","-25,43","-47,55","-47,55","-7,74%","-13,79%","1,33","-10,35%","-193,42%","0,00","1.170.000,00","2,84","3,39%"
MODL3,"3,08","-22,99","1,88","0,000","0,71%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-8,17%","0,00","1.154.890.000,00","0,00","-62,37%"
DOHL4,"4,02","-22,96","0,44","0,520","0,00%","0,314","0,69","-31,44","1,13","-39,66","47,93","-1,65%","-2,26%","5,61","-1,08%","-1,90%","7.425,88","698.034.000,00","0,17","5,45%"
TAMM4,"52,73","-22,74","3,80","0,626","0,00%","0,524","-31,11","9,77","-0,96","18,01","9,66","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%"
TAMM3,"52,60","-22,68","3,79","0,625","0,00%","0,523","-31,04","9,74","-0,96","17,98","9,65","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%"
BAHI3,"6,70","-22,29","1,68","0,476","0,00%","0,315","-1,52","-54,16","-0,42","-83,04","20,56","-0,88%","-1,77%","0,24","-0,61%","-7,54%","32.286,00","105.139.000,00","1,06","42,62%"
BIOM3,"13,90","-22,21","5,46","14,396","0,00%","3,256","7,34","-24,46","16,24","-23,41","-23,35","-58,86%","-64,83%","3,77","-24,89%","-24,59%","3.526.470,00","322.883.000,00","0,48","59,34%"
MODL11,"8,46","-21,05","1,72","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-8,17%","0,00","1.154.890.000,00","0,00","-62,37%"
MODL4,"2,72","-20,30","1,66","0,000","0,00%","0,000","0,00","0,00","0,00","0,00","0,00","0,00%","0,00%","0,00","0,00%","-8,17%","0,00","1.154.890.000,00","0,00","-62,37%"
CRBM7,"60,00","-19,30","2,18","0,999","0,00%","0,782","1,99","-10,30","11,26","-9,02","-9,02","-9,70%","-5,18%","2,24","-12,71%","-11,28%","0,00","827.347.000,00","0,45","-1,58%"
WMBY3,"25,39","-19,30","2,87","0,836","0,00%","0,182","1,20","8,62","-1,50","25,02","25,02","9,70%","-7,05%","1,44","2,39%","-14,86%","0,00","212.439.000,00","6,51","-14,48%"
KROT11,"40,00","-19,29","0,92","1,787","0,00%","0,428","8,98","8,84","-1,42","13,78","8,88","20,21%","-9,48%","1,33","5,50%","-4,77%","0,00","11.648.400.000,00","0,67","-1,53%"
TDBH4,"0,66","-18,63","1,28","0,906","0,00%","0,811","-6,15","8,73","-5,66","10,23","10,23","10,38%","-4,86%","0,63","10,48%","-6,85%","0,00","554.115.000,00","0,27","35,74%"
TANC4,"43,00","-18,54","3,10","0,511","0,00%","0,428","-25,37","7,96","-0,78","16,20","8,69","6,41%","-2,21%","0,95","6,36%","-16,70%","0,00","2.174.310.000,00","4,08","9,79%"
KROT4,"5,12","-17,29","0,82","1,601","0,00%","0,384","8,04","7,92","-1,27","12,86","8,29","20,21%","-9,48%","1,33","5,50%","-4,77%","0,00","11.648.400.000,00","0,67","-1,53%"
CCIM3,"5,52","-16,44","0,94","0,498","0,00%","0,198","0,53","8,96","-1,09","25,04","38,84","5,55%","-3,03%","2,58","2,38%","-5,75%","0,00","660.347.000,00","1,93","29,98%"
MRVE3,"6,63","-16,25","0,56","0,488","0,00%","0,144","0,63","9,77","-0,62","29,39","21,46","4,99%","-2,97%","1,92","1,55%","-3,47%","72.844.700,00","6.617.040.000,00","1,22","4,65%"
TDBH3,"0,56","-15,81","1,08","0,769","0,00%","0,688","-5,22","7,40","-4,80","8,91","8,91","10,38%","-4,86%","0,63","10,48%","-6,85%","0,00","554.115.000,00","0,27","35,74%"
DTCY3,"5,40","-15,67","-13,70","10,871","0,00%","10,764","-26,26","-15,44","-7,83","-15,78","-29,17","-70,41%","-69,38%","0,50","-81,51%","87,42%","60,79","-4.388.000,00","-0,46","-21,08%"
ESPA3,"1,02","-15,34","0,43","0,364","0,00%","0,163","0,89","2,90","-0,86","8,40","4,93","12,56%","-2,56%","1,75","6,12%","-2,78%","910.902,00","863.570.000,00","0,99","23,01%"
CBEE3,"9,34","-15,11","0,44","0,306","0,00%","0,131","-0,44","2,55","-0,25","8,89","4,96","12,00%","-2,03%","0,38","5,60%","-2,92%","421,19","5.377.520.000,00","1,18","7,55%"
GBIO33,"10,40","-14,97","1,32","1,518","0,00%","0,791","7,57","13,53","17,58","16,06","16,06","11,21%","-10,14%","1,31","7,12%","-8,83%","0,00","838.439.000,00","0,31","-8,99%"
MNDL3,"11,35","-14,46","0,74","0,130","0,00%","0,083","-0,67","1,20","-0,16","5,71","4,89","10,83%","-0,90%","0,75","7,41%","-5,13%","19.545,30","151.932.000,00","2,80","16,62%"
PTBL3,"4,15","-14,36","1,58","0,263","0,00%","0,180","6,10","5,91","-0,35","15,73","6,22","4,44%","-1,83%","1,08","4,10%","-10,98%","3.306.950,00","371.111.000,00","3,49","18,61%"
MGLU3,"10,83","-14,29","0,73","0,217","0,00%","0,215","1,93","9,92","-1,28","15,31","5,98","2,18%","-1,52%","1,26","3,07%","-5,14%","234.728.000,00","10.899.900.000,00","0,61","13,94%"
BIOM4,"8,68","-13,87","3,41","8,990","0,00%","2,033","4,58","-15,27","10,14","-14,22","-14,19","-58,86%","-64,83%","3,77","-24,89%","-24,59%","0,00","322.883.000,00","0,48","59,34%"
LECO4,"1,46","-13,48","2,00","0,637","0,00%","0,924","-16,84","-29,69","-3,16","-32,69","-32,69","-2,14%","-4,72%","0,82","-3,48%","-14,82%","0,00","105.928.000,00","0,20","3,58%"
SEDU3,"23,80","-13,36","15,00","3,443","0,00%","1,531","57,90","-22,47","-2,67","-28,68","-69,64","-15,33%","-25,73%","1,09","-8,15%","-112,29%","0,00","415.869.000,00","4,67","10,87%"
TESA3,"48,00","-13,30","1,62","1,007","0,00%","0,523","-11,10","9,41","-1,35","15,25","10,09","10,71%","-7,58%","0,86","6,42%","-12,18%","0,00","858.223.000,00","1,04","15,48%"
PCAR4,"72,11","-13,17","7,59","1,828","0,00%","1,694","53,15","28,67","-3,62","30,05","15,62","6,38%","-13,43%","1,12","7,95%","-57,58%","0,00","4.660.000.000,00","0,98","-30,94%"
MRFG3,"11,25","-12,76","1,43","0,079","0,00%","0,080","0,93","4,78","-0,19","21,02","5,17","1,66%","-1,43%","1,27","2,32%","-11,21%","81.049.900,00","7.327.730.000,00","7,69","28,83%"
IGUA3,"8,15","-12,52","-1,44","0,568","0,00%","0,564","-0,65","8,22","-0,60","14,80","5,80","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%"
RCSL3,"2,84","-12,44","373,45","1,889","0,00%","1,477","12,68","-27,51","-2,79","-27,51","-46,95","-6,86%","-15,19%","1,33","-5,73%","-3.002,48%","2.735.990,00","242.000,00","0,00","28,01%"
FGUI3,"12,00","-12,41","-2,15","16,009","0,00%","25,203","-2,20","-57,76","-2,05","-70,17","-70,17","-27,72%","-129,00%","0,04","-60,74%","17,32%","0,00","-222.024.000,00","-0,46","2,13%"
IGUA6,"8,07","-12,40","-1,43","0,562","0,00%","0,558","-0,64","8,14","-0,59","14,72","5,77","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%"
ALPK3,"3,29","-12,27","2,03","0,503","0,00%","0,287","-2,21","2,11","-0,39","5,81","3,42","23,84%","-3,68%","0,49","15,30%","-16,54%","437.650,00","351.780.000,00","3,95","34,76%"
PCAR5,"67,12","-12,26","7,06","1,701","0,00%","1,577","49,47","26,68","-3,37","28,07","14,59","6,38%","-13,43%","1,12","7,95%","-57,58%","0,00","4.660.000.000,00","0,98","-30,94%"
IGUA5,"7,98","-12,26","-1,41","0,556","0,00%","0,552","-0,64","8,04","-0,59","14,63","5,73","6,91%","-4,53%","0,34","7,61%","11,52%","0,00","-164.188.000,00","-1,33","-7,41%"
PRVI3,"10,54","-11,74","1,61","0,919","0,00%","0,565","-250,86","9,71","-1,48","9,87","6,39","9,46%","-7,83%","0,99","6,15%","-13,71%","0,00","525.170.000,00","0,10","16,19%"
MTIG3,"5,21","-11,22","-81,36","12,686","0,00%","8,360","-11,54","-21,36","-9,97","-22,62","-24,76","-59,38%","-113,09%","0,27","-47,80%","725,28%","0,00","-7.835.380,00","-4,95","-26,54%"
CPNY3,"2,35","-11,00","0,42","0,232","0,00%","0,054","0,20","1,21","-0,13","4,21","4,21","19,13%","-2,11%","2,26","5,48%","-3,86%","0,00","398.830.000,00","2,33","20,10%"
LIGH3,"16,66","-10,92","10,84","0,509","0,00%","0,330","-0,67","8,54","-0,42","19,69","10,42","5,97%","-4,66%","0,27","4,40%","-99,26%","0,00","603.935.000,00","15,52","1,74%"
ECPR4,"90,74","-9,92","1,22","0,000","0,00%","0,624","175,57","-82,97","-1,29","-82,60","-82,72","0,00%","0,00%","2,97","-0,75%","-12,28%","0,00","141.476.000,00","0,00","0,00%"
ECPR3,"90,25","-9,87","1,21","0,000","0,00%","0,621","174,62","-82,52","-1,29","-82,15","-82,27","0,00%","0,00%","2,97","-0,75%","-12,28%","0,00","141.476.000,00","0,00","0,00%"
SIMH3,"5,49","-9,32","1,49","0,143","0,00%","0,064","0,60","0,94","-0,11","8,14","4,96","15,22%","-1,90%","1,47","9,15%","-15,99%","26.416.000,00","3.216.880.000,00","15,31","51,39%"
LIGT3,"5,07","-9,02","0,69","0,137","0,00%","0,079","-0,19","1,35","-0,12","7,52","4,77","10,11%","-1,51%","0,37","7,08%","-7,64%","6.679.900,00","2.739.050.000,00","4,03","0,79%"
PTBL4,"2,59","-8,96","0,98","0,164","0,00%","0,112","3,81","3,69","-0,22","13,50","5,34","4,44%","-1,83%","1,08","4,10%","-10,98%","0,00","371.111.000,00","3,49","18,61%"
RNEW3,"0,95","-8,87","0,27","1,160","0,00%","0,081","-0,65","2,53","-0,12","14,12","6,85","45,77%","-13,07%","0,23","3,26%","-3,07%","49.143,10","871.104.000,00","1,27","48,10%"
TERI3,"64,28","-8,83","0,29","0,107","0,00%","0,081","7,90","7,20","-0,26","39,56","39,56","1,49%","-1,91%","1,03","1,25%","-3,27%","0,00","3.641.000.000,00","1,43","7,94%"
RNEW11,"2,79","-8,69","0,27","1,135","0,00%","0,079","-0,63","2,48","-0,12","14,06","6,83","45,77%","-13,07%","0,23","3,26%","-3,07%","19.991,30","871.104.000,00","1,27","48,10%"
RNEW4,"0,91","-8,50","0,26","1,111","0,00%","0,077","-0,62","2,43","-0,12","14,01","6,80","45,77%","-13,07%","0,23","3,26%","-3,07%","102.830,00","871.104.000,00","1,27","48,10%"
SEMP3,"16,86","-8,12","1,36","15,081","0,00%","1,201","15,67","-4,42","15,67","-4,07","-4,07","-340,98%","-185,82%","1,64","-30,21%","-16,81%","0,00","118.441.000,00","0,00","-10,37%"
SZPQ4,"6,64","-7,85","2,20","0,855","0,00%","0,744","2,62","-20,31","-3,17","-22,77","-22,77","-4,21%","-10,89%","2,97","-3,77%","-28,00%","0,00","684.467.000,00","0,30","-11,71%"
ENJU3,"2,06","-7,76","1,26","1,896","0,00%","0,939","2,21","-5,78","2,69","-2,60","-4,24","-32,82%","-24,42%","3,40","-38,15%","-16,20%","3.736.650,00","331.849.000,00","0,00","39,97%"
ZAMP3,"3,70","-7,64","0,78","0,256","0,00%","0,222","5,58","14,88","-0,55","26,90","3,57","1,72%","-3,35%","1,15","2,04%","-10,18%","3.716.180,00","1.310.440.000,00","1,37","12,97%"
AMBP3,"9,53","-7,57","1,10","0,318","0,00%","0,130","0,45","1,53","-0,33","6,34","4,45","20,82%","-0,69%","3,35","11,71%","-14,50%","16.183.600,00","1.449.730.000,00","5,56","81,50%"
MEDI3,"11,55","-7,52","1,89","0,374","0,00%","0,824","-10,02","-9,11","-3,31","-6,61","-6,61","-4,11%","-4,98%","0,79","-12,30%","-25,13%","0,00","426.164.000,00","0,02","13,02%"
TCNO3,"1,20","-6,81","-8,40","0,000","0,00%","0,034","-0,08","-2,87","-0,04","-15,11","-17,45","0,00%","0,00%","0,28","-1,59%","123,36%","0,00","-946.000,00","-35,76","-32,39%"
MEAL3,"1,24","-6,75","0,35","0,161","0,00%","0,134","19,94","-3,67","-0,30","-7,05","4,88","-4,39%","-2,39%","1,04","-4,23%","-5,23%","1.084.360,00","1.006.160.000,00","0,53","14,48%"
ANIM3,"3,10","-6,66","0,51","0,332","0,00%","0,136","-5,76","1,45","-0,26","6,05","3,63","22,86%","-1,97%","0,87","10,15%","-7,66%","21.522.900,00","2.452.900.000,00","1,83","36,44%"
